type,checkpoint,prompt,response,time,mem_after,mem_before,consumed,model_parameters
beam_20,gpt2,"Explain the following idiom to me, and try to give me some examples. black sheep","Expl ain  the  following  id iom  to  me ,  and  try  to  give  me  some  examples .  black  sheep 
 
 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38",64.33805609,8500396032,8719929344,219533312,124439808
beam_20,gpt2,Generate a haiku using the following word: summer,"Gener ate  a  ha iku  using  the  following  word :  summer ,  autumn ,  winter ,  spring ,  summer . 
 
 If  you  have  any  questions  or  comments ,  please  feel  free  to  leave  a  comment  below . ",46.70291829,8455802880,8693415936,237613056,124439808
beam_20,gpt2,Recommend a movie for me to watch during the weekend and explain the reason. ,"Recommend  a  movie  for  me  to  watch  during  the  weekend  and  explain  the  reason .     I  don 't  want  to  spoil  it  for  you ,  but  I 'm  sure  you 'll  enjoy  it . ",66.11390138,7688646656,8725561344,1036914688,124439808
beam_5,openai-gpt,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","is there anything i can eat for a breakfast that does n ' t include eggs , yet includes protein , and has roughly 700 - 1000 calories ? "" 
 "" i do n't know , "" he said . "" but i have a feeling you 're going to need it . and i think you need to eat something . you look like you could use",327.452451,8921645056,10699616256,1777971200,116534784
beam_5,openai-gpt,What is the relation between the given pairs? Night : Day :: Right : Left,"what is the relation between the given pairs ? night : day : : right : left . 
 "" i do n't know , "" he said . "" it 's just a question of how many pairs there are in the world . i 've never seen any of them , and i 'm not",227.0582559,8738308096,9497464832,759156736,116534784
beam_5,openai-gpt,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift","generate a one - sentence description for each of the following people . - br ack obama - elon musk - taylor swift . "" 
 "" what 's that ? "" i asked . 
 he shook his head and said , "" it 's a long story . i 'll tell you about it later . for now , let 's",243.5739996,8614961152,9287737344,672776192,116534784
beam_5,openai-gpt,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","describe a situation in which the given stereotype can harm you . "" all a sians are smart ! "" 
 "" i do n't know what you 're talking about , "" she said . 
 he looked at her . she looked back at him . they stared at each other for a long moment . then he",190.8105547,8816582656,9352888320,536305664,116534784
beam_5,openai-gpt,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","generate an appropriate sub jective title for the following email : hi [ person name ] , i ' m writing to ask you if you are happy to be a pan eli st of our workshop on multi mo d ality at c v pr . the workshop will be held on june 20 , 20 23 . best , [ my name ] . "" 
 [ me ] : thank you for your time . i 'll be in touch . [ the screen goes blank . ] 
 chapter 2 
 the next morning , the first thing i did was",303.168576,8297631744,9009352704,711720960,116534784
beam_5,openai-gpt,How do you answer this question in a job interview? What do you think about when you are alone in a car?,"how do you answer this question in a job interview ? what do you think about when you are alone in a car ? "" 
 "" i do n't know , "" she said . "" it 's not like i have a lot of experience with this kind of thing . i mean , i 've never been on a date before",302.8992145,8739864576,10692329472,1952464896,116534784
beam_5,openai-gpt,Brainstorm a list of possible New Year's resolutions. ,"bra instorm a list of possible new year ' s resolu tions . "" 
 "" i do n't think i can do that , "" she said , shaking her head . she did n't want to do it , but she had to . it was the only way she could",171.2912607,9050001408,9547026432,497025024,116534784
beam_5,openai-gpt,"Explain the following idiom to me, and try to give me some examples. black sheep","explain the following idi om to me , and try to give me some examples . black sheep or white sheep ? "" 
 "" i do n't know what you 're talking about , "" she said . 
 he looked at her for a long moment . "" you know , i think you might be",164.2330968,9133244416,9147600896,14356480,116534784
beam_5,openai-gpt,Generate a haiku using the following word: summer,"generate a hai ku using the following word : summer . "" 
 "" what 's summer ? "" i asked . 
 he looked at me and said , "" it 's a term of endearment . it means ' summer ' or ' spring . ' "" he",134.0773108,8794079232,9167458304,373379072,116534784
beam_5,openai-gpt,Recommend a movie for me to watch during the weekend and explain the reason. ,"recommend a movie for me to watch during the weekend and explain the reason . "" 
 "" i do n't think that 's a good idea , "" he said , his voice low and husky . 
 she looked up at him and saw the desire in his eyes . he wanted her",186.1647563,8592732160,9199157248,606425088,116534784
beam_10,openai-gpt,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","is there anything i can eat for a breakfast that does n ' t include eggs , yet includes protein , and has roughly 700 - 1000 calories ? "" 
 "" i do n't know what you mean , "" he said , but he was smiling . 
 she took a deep breath . "" well , i 'm not going to lie to you . i",544.3340337,8655065088,10698743808,2043678720,116534784
beam_10,openai-gpt,What is the relation between the given pairs? Night : Day :: Right : Left,"what is the relation between the given pairs ? night : day : : right : left . "" 
 "" i do n't know what you 're talking about , "" she said . 
 he looked at her for a long moment , and then he said : "" it 's not a question of",373.9364614,8673538048,9497464832,823926784,116534784
beam_10,openai-gpt,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift","generate a one - sentence description for each of the following people . - br ack obama - elon musk - taylor swift . "" 
 "" what the hell is that supposed to mean ? "" i asked . 
 he looked at me as if i had lost my mind . then he said , "" it means that if you",402.5169566,8693063680,9287323648,594259968,116534784
beam_10,openai-gpt,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","describe a situation in which the given stereotype can harm you . "" all a sians are smart ! "" 
 "" i do n't know what you 're talking about , "" she said . 
 he looked at her for a long moment , then shook his head . he turned and walked away . she watched him",352.3610325,8698048512,9352888320,654839808,116534784
beam_10,openai-gpt,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","generate an appropriate sub jective title for the following email : hi [ person name ] , i ' m writing to ask you if you are happy to be a pan eli st of our workshop on multi mo d ality at c v pr . the workshop will be held on june 20 , 20 23 . best , [ my name ] . 
 sincerely , 
 andy bain 
 ps . i would like to thank you for all your help in this matter . you have been a great help to me and i hope you will continue to do",495.4247501,8296472576,9009352704,712880128,116534784
beam_10,openai-gpt,How do you answer this question in a job interview? What do you think about when you are alone in a car?,"how do you answer this question in a job interview ? what do you think about when you are alone in a car ? "" 
 "" i do n't know , "" she said . "" it 's not like i have a lot of experience with this kind of thing . i mean , i 've done it a couple of times",507.1939785,8643559424,10690400256,2046840832,116534784
beam_10,openai-gpt,Brainstorm a list of possible New Year's resolutions. ,"bra instorm a list of possible new year ' s resolu tions . "" 
 "" i do n't know what you 're talking about , "" she said , trying to keep her voice from shaking . she did n't want to give him the satisfaction of seeing her fear . 
",343.36165,8986628096,9541877760,555249664,116534784
beam_10,openai-gpt,"Explain the following idiom to me, and try to give me some examples. black sheep","explain the following idi om to me , and try to give me some examples . black sheep and all that . "" 
 "" i do n't know what you 're talking about , "" she said , but she could n't keep the sarcasm out of her voice . 
 he looked at her as if",367.2537267,8666591232,9147600896,481009664,116534784
beam_10,openai-gpt,Generate a haiku using the following word: summer,"generate a hai ku using the following word : summer . "" 
 "" what 's summer ? "" i asked . 
 he looked at me as if i 'd lost my mind . then he said , "" it 's a term of endearment . it means '",230.3325715,9146773504,9167458304,20684800,116534784
beam_10,openai-gpt,Recommend a movie for me to watch during the weekend and explain the reason. ,"recommend a movie for me to watch during the weekend and explain the reason . "" 
 "" i do n't think that would be a good idea , "" he said , his voice low and husky . 
 she looked up at him and saw the desire in his eyes . he was",308.1593282,8650854400,9199157248,548302848,116534784
beam_15,openai-gpt,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","is there anything i can eat for a breakfast that does n ' t include eggs , yet includes protein , and has roughly 700 - 1000 calories ? "" 
 "" no , i do n't think so , "" she said . "" i think i 'm going to take a shower and get ready for work . i 'll be back in a few minutes .",679.1161294,9045745664,10698522624,1652776960,116534784
beam_15,openai-gpt,What is the relation between the given pairs? Night : Day :: Right : Left,"what is the relation between the given pairs ? night : day : : right : left . "" 
 "" i do n't know what you 're talking about , "" she said . 
 he looked at her for a long moment , as if he were trying to read her mind . then he",463.314775,9356259328,9497464832,141205504,116534784
beam_15,openai-gpt,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift","generate a one - sentence description for each of the following people . - br ack obama - elon musk - taylor swift . "" 
 "" what the hell is that supposed to mean ? "" i asked . 
 he looked at me as if i had lost my mind . then he said , "" it means that if you",535.7146568,8968814592,9287323648,318509056,116534784
beam_15,openai-gpt,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","describe a situation in which the given stereotype can harm you . "" all a sians are smart ! "" 
 "" i do n't know what you 're talking about , "" she said . 
 he looked at her for a long moment , then turned and walked away . she watched him go , wondering what he",516.1545463,8523653120,9352888320,829235200,116534784
beam_15,openai-gpt,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","generate an appropriate sub jective title for the following email : hi [ person name ] , i ' m writing to ask you if you are happy to be a pan eli st of our workshop on multi mo d ality at c v pr . the workshop will be held on june 20 , 20 23 . best , [ my name ] . 
 sincerely , 
 andy bain 
 ps . i would like to thank you for all your help in this matter . you have been a great help to me and i hope you will continue to do",623.093869,8603000832,9103192064,500191232,116534784
beam_15,openai-gpt,How do you answer this question in a job interview? What do you think about when you are alone in a car?,"how do you answer this question in a job interview ? what do you think about when you are alone in a car ? "" 
 "" i do n't know , "" she said . "" it 's not like i have a lot of experience with this sort of thing . i mean , i 've done it a couple of times",641.6620705,8709156864,10687832064,1978675200,116534784
beam_15,openai-gpt,Brainstorm a list of possible New Year's resolutions. ,"bra instorm a list of possible new year ' s resolu tions . "" 
 "" i do n't know what you 're talking about , "" she said , trying to keep her voice from shaking . 
 he leaned back in his chair and crossed his arms over his chest .",466.1819417,8837296128,9539555328,702259200,116534784
beam_15,openai-gpt,"Explain the following idiom to me, and try to give me some examples. black sheep","explain the following idi om to me , and try to give me some examples . black sheep and all that . "" 
 "" i do n't know what you 're talking about , "" she said , but she could n't keep the smile out of her voice . 
 he leaned back in his chair",513.8609822,8457252864,9147600896,690348032,116534784
beam_15,openai-gpt,Generate a haiku using the following word: summer,"generate a hai ku using the following word : summer . "" 
 "" what 's summer ? "" i asked . 
 he looked at me like i 'd lost my mind , and then he said , "" it 's a term of endearment . it means '",366.3707628,8933224448,9167458304,234233856,116534784
beam_15,openai-gpt,Recommend a movie for me to watch during the weekend and explain the reason. ,"recommend a movie for me to watch during the weekend and explain the reason . "" 
 "" i do n't think that 's a good idea , "" he said , his voice low and husky . 
 she looked up at him and saw the desire in his eyes . he wanted her",405.6057456,8287662080,9199157248,911495168,116534784
beam_20,openai-gpt,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","is there anything i can eat for a breakfast that does n ' t include eggs , yet includes protein , and has roughly 700 - 1000 calories ? "" 
 "" no , i do n't think so , "" she said . "" i think i 'm going to take a shower and get ready for work . i 'll be back in a few minutes .",800.5038004,9202360320,10698326016,1495965696,116534784
beam_20,openai-gpt,What is the relation between the given pairs? Night : Day :: Right : Left,"what is the relation between the given pairs ? night : day : : right : left . "" 
 "" i do n't know what you 're talking about , "" she said . 
 he looked at her for a long moment , as if he were trying to read her mind . then he",604.253047,8907075584,9497464832,590389248,116534784
beam_20,openai-gpt,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift","generate a one - sentence description for each of the following people . - br ack obama - elon musk - taylor swift . "" 
 "" what the hell is that supposed to mean ? "" i asked . 
 he looked at me as if i had lost my mind . then he shook his head and said , "" it",678.1491427,9049522176,9287323648,237801472,116534784
beam_20,openai-gpt,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","describe a situation in which the given stereotype can harm you . "" all a sians are smart ! "" 
 "" i do n't know what you 're talking about , "" she said . 
 he looked at her for a long moment , then shook his head as if he could n't believe what he was hearing",618.4301574,8801214464,9352888320,551673856,116534784
beam_20,openai-gpt,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","generate an appropriate sub jective title for the following email : hi [ person name ] , i ' m writing to ask you if you are happy to be a pan eli st of our workshop on multi mo d ality at c v pr . the workshop will be held on june 20 , 20 23 . best , [ my name ] . 
 thank you for reading my book . i hope you enjoyed it as much as i enjoyed writing it . please take a moment to leave me a review at your favorite retailer . eotdelim chapter one 
",693.1549392,8904470528,9103192064,198721536,116534784
beam_20,openai-gpt,How do you answer this question in a job interview? What do you think about when you are alone in a car?,"how do you answer this question in a job interview ? what do you think about when you are alone in a car ? "" 
 "" i do n't know , "" she said . "" it 's not like i have a lot of experience with this sort of thing . i mean , i 've done it a couple of times",722.0682421,9293651968,10687315968,1393664000,116534784
beam_20,openai-gpt,Brainstorm a list of possible New Year's resolutions. ,"bra instorm a list of possible new year ' s resolu tions . "" 
 "" i do n't know what you 're talking about , "" she said , trying to keep her voice from shaking . 
 he leaned back in his chair and crossed his arms over his chest .",539.6669879,8885399552,9539555328,654155776,116534784
beam_20,openai-gpt,"Explain the following idiom to me, and try to give me some examples. black sheep","explain the following idi om to me , and try to give me some examples . black sheep and all that . "" 
 "" i do n't know what you 're talking about , "" she said , trying to keep her voice from shaking . 
 he looked at her for a long moment , then",607.5965993,8909422592,9147600896,238178304,116534784
beam_20,openai-gpt,Generate a haiku using the following word: summer,"generate a hai ku using the following word : summer . "" 
 "" what 's summer ? "" i asked . 
 he looked at me as if i 'd lost my mind , and then he said , "" it 's a term of endearment . it means",464.8480129,8951693312,9167458304,215764992,116534784
beam_20,openai-gpt,Recommend a movie for me to watch during the weekend and explain the reason. ,"recommend a movie for me to watch during the weekend and explain the reason . "" 
 "" i do n't think that 's a good idea , "" he said , but he did n't sound as if he thought it was a bad idea at all . in fact , he sounded as",535.6512563,8143749120,9199157248,1055408128,116534784
